Fecha,Precio Cierre,Inflacion Acumulada,Precio Ajustado,PIB US,Retorno
2015-01-02,131.0399933,-0.001,130.9089533067,3.3,0
2015-01-05,123.4800034,-0.001,123.3565233966,3.3,-5.769223356637634
2015-01-06,118.4400024,-0.001,118.3215623976,3.3,-4.081633350521923
2015-01-07,107.0999985,-0.001,106.9928985015,3.3,-9.574471183901293
2015-01-08,112.1399994,-0.001,112.0278594006,3.3,4.705883259186036
2015-01-09,110.8799973,-0.001,110.7691173027,3.3,-1.1235973842889053
2015-01-12,109.6200027,-0.001,109.5103826973,3.3,-1.1363587939048398
2015-01-13,109.6200027,-0.001,109.5103826973,3.3,0
2015-01-14,100.8000031,-0.001,100.6992030969,3.3,-8.045976448420578
2015-01-15,97.01999664,-0.001,96.92297664336,3.3,-3.7500062934025804
2015-01-16,97.01999664,-0.001,96.92297664336,3.3,0
2015-01-20,94.5,-0.001,94.4055,3.3,-2.5973992241523565
2015-01-21,91.98000336,-0.001,91.88802335664,3.3,-2.6666631111111134
2015-01-22,89.45999908,-0.001,89.37053908092,3.3,-2.7397305805012473
2015-01-23,88.19999695,-0.001,88.11179695305,3.3,-1.4084530996621643
2015-01-26,90.72000122,-0.001,90.62928121878,3.3,2.857147797214296
2015-01-27,95.76000214,-0.001,95.66424213786,3.3,5.555556494953933
2015-01-28,89.45999908,-0.001,89.37053908092,3.3,-6.578950416886441
2015-01-29,89.45999908,-0.001,89.37053908092,3.3,0
2015-01-30,89.45999908,-0.001,89.37053908092,3.3,0
2015-02-02,88.19999695,-0.001,88.11179695305,3.3,-1.4084530996621643
2015-02-03,88.19999695,-0.001,88.11179695305,3.3,0
2015-02-04,90.72000122,-0.001,90.62928121878,3.3,2.857147797214296
2015-02-05,88.19999695,-0.001,88.11179695305,3.3,-2.7777824472123624
2015-02-06,90.72000122,-0.001,90.62928121878,3.3,2.857147797214296
2015-02-09,89.45999908,-0.001,89.37053908092,3.3,-1.3888912291176416
2015-02-10,88.19999695,-0.001,88.11179695305,3.3,-1.4084530996621643
2015-02-11,83.16000366,-0.001,83.07684365634,3.3,-5.714278304178556
2015-02-12,84.41999817,-0.001,84.33557817183,3.3,1.5151448467360475
2015-02-13,88.19999695,-0.001,88.11179695305,3.3,4.477610592205963
2015-02-17,98.27999878,-0.001,98.18171878122,3.3,11.428573898607148
2015-02-18,90.72000122,-0.001,90.62928121878,3.3,-7.692305305093735
2015-02-19,85.68000031,-0.001,85.59432030968999,3.3,-5.555556483931012
2015-02-20,88.19999695,-0.001,88.11179695305,3.3,2.941172538378113
2015-02-23,88.19999695,-0.001,88.11179695305,3.3,0
2015-02-24,86.94000244,-0.001,86.85306243756,3.3,-1.42856525348213
2015-02-25,86.94000244,-0.001,86.85306243756,3.3,0
2015-02-26,99.54000092,-0.001,99.44046091908,3.3,14.492751468112331
2015-02-27,88.19999695,-0.001,88.11179695305,3.3,-11.392408946343014
2015-03-02,90.72000122,-0.002,90.53856121756,3.3,2.857147797214296
2015-03-03,88.19999695,-0.002,88.0235969561,3.3,-2.7777824472123624
2015-03-04,97.01999664,-0.002,96.82595664672,3.3,9.999999994331068
2015-03-05,94.5,-0.002,94.311,3.3,-2.5973992241523565
2015-03-06,109.6200027,-0.002,109.4007626946,3.3,16.00000285714286
2015-03-09,119.6999969,-0.002,119.4605969062,3.3,9.19539678135768
2015-03-10,115.9199982,-0.002,115.6881582036,3.3,-3.1578937325770364
2015-03-11,109.6200027,-0.002,109.4007626946,3.3,-5.434778811099045
2015-03-12,105.8399963,-0.002,105.6283163074,3.3,-3.448281615486591
2015-03-13,103.3199997,-0.002,103.1133597006,3.3,-2.380949251790553
